Accession,Gene Symbol,Description,candidate_group,high_confidence,Ribosome density change (log2),RNA-seq mRNA change upon Lin28a KD (log2),mean_CLIP_enrichment,CLIP-seq FDR,total_binding_site_count,binding_site_count,dominant_binding_region,5UTR_site_count,CDS_site_count,3UTR_site_count,is_ER_or_protein_folding,is_membrane_or_transmembrane,is_secretory_or_extracellular,is_Golgi_or_trafficking,is_lysosome_or_endosome,is_receptor_or_signaling,is_transporter_or_channel,is_adhesion_or_ECM,is_other_or_unclear,is_adhesion_or_ECM,ER_membrane_core,ER_membrane_broad
NM_001177812,D19Wsu162e,outcome predictor in acute leukemia 1 homolog isoform 1 precursor,Not_candidate,False,,0.330167822819,-0.7686251338474537,0.999999999990223,9,9,3UTR,0,1,8,False,False,False,False,False,False,False,False,True,False,False,False
NM_001177833,Smox,spermine oxidase isoform a,Not_candidate,False,,-0.321087726137,-1.8639213521200435,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001177841,Otub2,ubiquitin thioesterase OTUB2 isoform 1,Not_candidate,False,,-1.11189522736,-0.4569434808063086,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001177843,Frmd4a,FERM domain-containing protein 4A isoform 2,Not_candidate,False,,0.0331910695644,-1.0336160382269453,0.999999999990223,2,2,3UTR,0,0,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_001177845,Tirap,toll/interleukin-1 receptor domain-containing adapter protein,Not_candidate,False,,0.114865446159,-1.7675768491079724,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_001177858,Trim43c,tripartite motif-containing protein 43C,Not_candidate,False,,0.0,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001177869,Rreb1,ras-responsive element-binding protein 1 isoform 2,Not_candidate,False,,0.487365232281,0.4561667093694006,0.712461653201831,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001177881,Mfap3l,microfibrillar-associated protein 3-like,Not_candidate,False,,-0.150980713018,1.7310686375427933,0.087402524326517,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001177884,Whsc1,probable histone-lysine N-methyltransferase NSD2 isoform 3,Not_candidate,False,,-0.677088866987,0.7345116354033827,0.527135270067905,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001177887,Igsf5,immunoglobulin superfamily member 5 isoform 2,Not_candidate,False,,-1.01009786412,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001177943,Eda,ectodysplasin-A isoform 8,Not_candidate,False,,0.0284975806914,1.27702650891296,0.222645235205558,1,1,3UTR,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_001177945,1810020D17Rik,UPF0366 protein C11orf67 homolog isoform 1,Not_candidate,False,,-0.0822706304281,0.4377366714066463,1.0,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001177950,Rpgr,X-linked retinitis pigmentosa GTPase regulator isoform 1,Not_candidate,False,,0.0547808887502,0.0641836314751877,0.991476257036506,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001177956,Gpm6b,neuronal membrane glycoprotein M6-b isoform 2,Not_candidate,False,,-0.212918480869,,,0,0,none,0,0,0,False,True,True,False,False,False,False,False,False,False,True,True
NM_001177973,Irak1,interleukin-1 receptor-associated kinase 1 isoform 1,Not_candidate,False,,0.0659448358071,-1.3830791124523598,0.999999999990223,3,3,CDS,0,2,1,False,False,False,False,False,True,False,False,False,False,False,False
NM_001178001,Gm6654,,Not_candidate,False,,-2.8371193753,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001185002,Rhox13,reproductive homeobox 13,Not_candidate,False,,-1.43737016402,0.7784634515646367,1.0,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001190297,Gpr155,integral membrane protein GPR155 isoform 1,Not_candidate,False,,0.0800005103154,1.89928315463327,0.0572710219754645,0,0,none,0,0,0,False,True,False,False,False,False,False,False,False,False,True,True
NM_001190325,Igll1,immunoglobulin lambda-like polypeptide 1 precursor,Not_candidate,False,,-2.48876452773,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001190332,Frmd7,FERM domain containing 7,Not_candidate,False,,-1.24251596727,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001190352,Tmem132b,transmembrane protein 132B precursor,Not_candidate,False,,-0.528330787109,,,0,0,none,0,0,0,False,True,False,False,False,False,False,False,False,False,True,True
NM_001190371,Ankrd29,ankyrin repeat domain-containing protein 29,Not_candidate,False,,0.512472436722,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001190373,Kcng2,potassium voltage-gated channel subfamily G,Not_candidate,False,,1.68658783998,,,0,0,none,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True
NM_001190374,Adamtsl3,ADAMTS-like protein 3,Not_candidate,False,,0.0,,,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_001190386,Caly,neuron-specific vesicular protein calcyon,Not_candidate,False,,0.0,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001190445,2610002J02Rik,uncharacterized protein C1orf86 homolog,Not_candidate,False,,-0.39765345831,-1.132932160908946,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001190466,Dact1,dapper homolog 1 isoform 1,Not_candidate,False,,0.750025991471,-0.8684876509400626,0.999999999990223,1,1,3UTR,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_001190483,Pcsk5,proprotein convertase subtilisin/kexin type 5 isoform 1 preproprotein,Not_candidate,False,,-0.149901473075,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001190852,Pdlim5,PDZ and LIM domain protein 5 isoform ENH1e,Not_candidate,False,,-0.0839567289351,-0.6451341035182716,0.999999999990223,6,6,3UTR,0,0,6,False,False,False,False,False,False,False,False,True,False,False,False
NM_001190870,Kcne3,potassium voltage-gated channel subfamily E member 3,Not_candidate,False,,0.0,,,0,0,none,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True
NM_001190914,Kirrel3,kin of IRRE-like protein 3 isoform E,Not_candidate,False,,-0.139040939136,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001191012,AU023871,G6b protein isoform 1 precursor,Not_candidate,False,,0.943747918767,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001191044,Ddx43,probable ATP-dependent RNA helicase DDX43,Not_candidate,False,,0.0489849040622,-0.667606981098845,0.999999999990223,3,3,3UTR,0,0,3,False,False,False,False,False,False,False,False,True,False,False,False
NM_001191051,Lysmd4,lysM and putative peptidoglycan-binding,Not_candidate,False,,0.70998652434,-1.4240130730316631,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001193271,Meis1,homeobox protein Meis1 isoform B,Not_candidate,False,,1.71625958045,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001193274,BC048679,uncharacterized protein LOC210321 isoform 1,Not_candidate,False,,0.0455708167049,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001193659,Cldn12,claudin-12,Not_candidate,False,,-0.294629754467,0.766889860331302,0.503491672905974,11,11,3UTR,0,2,9,False,False,False,False,False,False,False,False,True,False,False,False
NM_001194922,Cldn18,claudin-18 isoform A1.2 precursor,Not_candidate,False,,1.49962639737,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195006,Ndrg4,protein NDRG4 isoform A,Not_candidate,False,,0.722399134982,-1.1491011600168166,0.999999999990223,1,1,3UTR,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195025,Nuak2,NUAK family SNF1-like kinase 2 isoform A,Not_candidate,False,,0.944023649326,-2.2343274150880403,0.999999999990223,1,1,CDS,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_001195031,Pag1,phosphoprotein associated with glycosphingolipid-enriched microdomains 1,Not_candidate,False,,0.28829753311,1.5041154140493,0.145004189864033,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195034,Acpt,testicular acid phosphatase precursor,Not_candidate,False,,0.0,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195036,Ect2l,epithelial cell transforming sequence 2,Not_candidate,False,,-0.0681584948212,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195049,Pak3,serine/threonine-protein kinase PAK 3 isoform D,Not_candidate,False,,-0.665817907641,1.79570580460713,0.0741918777066581,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_001195065,Phactr2,phosphatase and actin regulator 2 isoform A,Not_candidate,False,,-0.00499227933459,0.6666666666666666,1.0,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195075,Klhl3,kelch-like protein 3,Not_candidate,False,,-0.762471630053,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195088,Tmc8,transmembrane channel-like protein 8 isoform A,Not_candidate,False,,1.24826202749,-1.9061500182708024,0.999999999990223,0,0,none,0,0,0,False,True,False,False,False,False,True,False,False,False,True,True
NM_001195094,Ccdc42b,coiled-coil domain-containing protein 42B,Not_candidate,False,,-1.95549452324,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195097,3425401B19Rik,uncharacterized protein LOC100504518,Not_candidate,False,,0.0,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195130,Phc2,polyhomeotic-like protein 2 isoform A,Not_candidate,False,,0.334267854749,-0.5630357983246287,0.999999999990223,3,3,3UTR,0,1,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195189,4930469G21Rik,uncharacterized protein LOC100502590 precursor,Not_candidate,False,,0.901415860605,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195229,Nek10,serine/threonine-protein kinase Nek10,Not_candidate,False,,0.995051451065,,,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_001195253,Gm3336,uncharacterized protein LOC100041434 precursor,Not_candidate,False,,2.33919141904,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195255,Gm581,uncharacterized protein LOC210541 precursor,Not_candidate,False,,0.300464396521,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195258,Gm14378,uncharacterized protein LOC100044509 precursor,Not_candidate,False,,-1.16855947428,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195265,Pdzd7,PDZ domain containing 7,Not_candidate,False,,0.389846126923,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195268,Dos,protein Dos,Not_candidate,False,,0.804089512146,-3.9189682256513336,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195284,Fsd1l,FSD1-like protein isoform 1,Not_candidate,False,,-0.236285694475,1.7035612762575034,0.0925125991597392,11,11,3UTR,0,3,8,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195338,Bbip1,non-protein coding RNA 81,Not_candidate,False,,-0.437397049136,-0.2244593631150939,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195390,Commd7,COMM domain-containing protein 7 isoform 2,Not_candidate,False,,-0.433040709441,-1.431349229711117,0.999999999990223,1,1,3UTR,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195413,Cngb1,cDNA sequence BC016201 isoform 1,Not_candidate,False,,-0.955558796728,0.2196543607216443,1.0,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195437,Gm590,uncharacterized protein LOC235634,Not_candidate,False,,-0.579752668558,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195529,Gm4980,uncharacterized protein LOC100503386 precursor,Not_candidate,False,,1.02032204227,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195531,Gm5741,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12-like,Not_candidate,False,,0.580772790527,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195537,Gm10345,sphingomyelin phosphodiesterase 5,Not_candidate,False,,0.93952779493,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195579,Gm15070,uncharacterized protein ENSP00000361038 homolog,Not_candidate,False,,0.836956499956,,,1,1,3UTR,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195632,Arhgap32,rho GTPase-activating protein 32 isoform 1,Not_candidate,False,,0.455818263752,-0.314226732291327,0.999999999990223,14,14,3UTR,0,6,8,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195633,5430411K18Rik,ectopic P granules protein 5 homolog,Not_candidate,False,,0.105065048147,-0.6718008027816103,0.999999999990223,3,3,CDS,0,3,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195672,Gm221,coiled-coil domain-containing protein C6orf97,Not_candidate,False,,0.445803420924,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195673,Prr22,proline-rich protein 22,Not_candidate,False,,1.3461363333,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195674,Gm600,GTPase SLIP-GC-like,Not_candidate,False,,-0.966899790057,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195687,Gm4975,predicted gene 4975,Not_candidate,False,,-0.806951079568,1.647449664892373,0.107154278458488,3,3,CDS,0,3,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195710,Tmem95,transmembrane protein 95 precursor,Not_candidate,False,,0.483685329681,,,0,0,none,0,0,0,False,True,False,False,False,False,False,False,False,False,True,True
NM_001195717,Gm12034,,Not_candidate,False,,1.69333015016,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195726,Fam181a,uncharacterized protein LOC544888,Not_candidate,False,,0.0,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195727,Gm5901,predicted gene 5901,Not_candidate,False,,-0.268014410026,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195730,Dcdc2b,doublecortin domain-containing protein 2B,Not_candidate,False,,-0.500419634953,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195732,Fam150a,uncharacterized protein LOC620393 precursor,Not_candidate,False,,1.1462320895,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195748,Rgs22,regulator of G-protein signaling 22,Not_candidate,False,,1.95672999957,,,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_001195760,S100a2,"predicted gene, EG628324",Not_candidate,False,,-4.72689504027,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195765,Gm13611,,Not_candidate,False,,1.76735136503,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001195767,Gm6772,uncharacterized protein LOC627607,Not_candidate,False,,0.617437901753,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001197024,Unkl,RING finger protein unkempt-like isoform 1,Not_candidate,False,,1.05739026902,-2.40276395620116,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001198571,Abi2,abl interactor 2 isoform 2,Not_candidate,False,,-0.520861336332,0.9991013006302588,0.361791100046929,36,36,3UTR,0,13,23,False,False,False,False,False,False,False,False,True,False,False,False
NM_001198573,Usp40,ubiquitin carboxyl-terminal hydrolase 40 isoform,Not_candidate,False,,-0.23330785455,-0.520265367262378,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001198587,Nrxn3,neurexin III isoform 1 precursor,Not_candidate,False,,0.0,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001198597,9430070O13Rik,,Not_candidate,False,,0.595808020236,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001198789,Gm5918,uncharacterized protein LOC546143,Not_candidate,False,,0.820902944875,0.2826656355183166,1.0,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001198794,AB124611,protein HIDE1 isoform 1 precursor,Not_candidate,False,,0.0,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001198811,Frem1,FRAS1-related extracellular matrix protein 1 isoform 2 precursor,Not_candidate,False,,0.552512124722,,,0,0,none,0,0,0,False,False,True,False,False,False,False,True,False,True,True,True
NM_001198894,Gpr56,G-protein coupled receptor 56 precursor,Not_candidate,False,,0.758452259204,0.5376769911780533,0.650083654890894,1,1,CDS,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_001198914,Myb,transcriptional activator Myb isoform 1,Not_candidate,False,,0.771656580472,-1.2626206926125805,0.999999999990223,1,1,3UTR,0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_001198955,Gm7694,uncharacterized protein LOC665574,Not_candidate,False,,-0.214190356573,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199003,Rgs7,regulator of G-protein signaling 7 isoform 2,Not_candidate,False,,0.119966849639,,,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_001199043,Lgals8,galectin-8,Not_candidate,False,,-0.155604209381,-1.2162782515980437,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199045,Tubd1,tubulin delta chain isoform 1,Not_candidate,False,,0.518170289029,-1.656618799516252,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199048,Zfp942,uncharacterized protein LOC73233,Not_candidate,False,,-0.760935838024,-0.1798561632744863,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199141,Zmynd11,zinc finger MYND domain-containing protein 11 isoform gamma,Not_candidate,False,,0.0826847985218,-0.8064510528909614,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199147,Gpsm1,G-protein-signaling modulator 1 isoform 3,Not_candidate,False,,0.773369129016,-2.4946471260906566,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_001199210,4931408A02Rik,uncharacterized protein C21orf63 homolog isoform 1,Not_candidate,False,,0.571453577527,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199244,Kcnip4,Kv channel-interacting protein 4 isoform 5,Not_candidate,False,,1.41624695352,,,0,0,none,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True
NM_001199270,Aldoart1,aldolase 1 A retrogene 1,Not_candidate,False,,-0.193507745071,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199283,Slc43a2,large neutral amino acids transporter small subunit 4,Not_candidate,False,,-0.44693398884,0.6266038477712964,0.592947213907416,0,0,none,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True
NM_001199301,Cacng5,voltage-dependent calcium channel gamma-5,Not_candidate,False,,0.483422590835,0.70976100564832,1.0,0,0,none,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True
NM_001199321,Zfp94,zinc finger protein 94 isoform 1,Not_candidate,False,,0.678984827295,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199330,AI987944,uncharacterized protein LOC233168 isoform 2,Not_candidate,False,,-1.18351643182,1.2828789880334466,0.219403746732254,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199337,Apoo,apolipoprotein O isoform 2,Not_candidate,False,,-0.597714403965,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199347,Foxp3,forkhead box protein P3,Not_candidate,False,,0.0455236252285,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199349,Cd99l2,CD99 antigen-like protein 2 isoform 1,Not_candidate,False,,0.189791411111,0.6094676987548909,0.603466745509783,2,2,3UTR,0,0,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199351,Pnck,calcium/calmodulin-dependent protein kinase type,Not_candidate,False,,0.819072261611,,,0,0,none,0,0,0,False,False,False,False,False,True,True,False,False,False,False,True
NM_001199360,Tmem164,transmembrane protein 164 isoform a,Not_candidate,False,,0.503830200567,0.1018689070846798,0.96755428610158,0,0,none,0,0,0,False,True,False,False,False,False,False,False,False,False,True,True
NM_001199484,4931406C07Rik,ester hydrolase C11orf54 homolog,Not_candidate,False,,-0.90521519068,-1.6819038111500433,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199556,AW551984,BCSC-1,Not_candidate,False,,0.0450033999125,-1.1233333744660663,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199568,Xylb,xylulose kinase isoform 2,Not_candidate,False,,0.118373071299,-1.3532507268745333,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_001199676,Camkk2,calcium/calmodulin-dependent protein kinase kinase 2 isoform 1,Not_candidate,False,,0.281121389156,-0.4014190803685203,0.999999999990223,3,3,3UTR,0,1,2,False,False,False,False,False,True,True,False,False,False,False,True
NM_001199677,Vps37d,vacuolar protein sorting-associated protein 37D isoform 1,Not_candidate,False,,0.765906908083,,,0,0,none,0,0,0,False,False,False,True,True,False,False,False,False,False,True,True
NM_001199685,Taok3,serine/threonine-protein kinase TAO3,Not_candidate,False,,-0.130014215071,-0.6765037389789074,0.999999999990223,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_001199736,Gm9524,uncharacterized protein LOC671232,Not_candidate,False,,-0.11657612235,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199940,Serpina3i,"serine (or cysteine) peptidase inhibitor, clade",Not_candidate,False,,-0.0329919884836,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199945,Serpine3,serpin E3 precursor,Not_candidate,False,,-0.766282784834,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199971,Tac2,tachykinin-3 preproprotein,Not_candidate,False,,1.69625036793,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001199996,4933402E13Rik,melanoma-associated antigen 11-like,Not_candidate,False,,-0.595041671444,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001200002,Tmppe,transmembrane protein with,Not_candidate,False,,0.384055543789,1.162064671155853,0.280776056644564,0,0,none,0,0,0,False,True,False,False,False,False,False,False,False,False,True,True
NM_001200013,1700013H16Rik,synaptonemal complex protein 3-like,Not_candidate,False,,0.0,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_001200023,LOC620419,zinc finger protein 669-like,Not_candidate,False,,0.67575645336,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_007376,Pzp,alpha-2-macroglobulin precursor,Not_candidate,False,,-0.323908254536,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_007377,Aatk,serine/threonine-protein kinase LMTK1 isoform 1,Not_candidate,False,,0.168041278572,,,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_007378,Abca4,retinal-specific ATP-binding cassette transporter,Not_candidate,False,,-0.878345838181,,,0,0,none,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True
NM_007379,Abca2,ATP-binding cassette sub-family A member 2,Not_candidate,False,,0.083393277164,-0.273418977167642,0.999999999990223,7,7,CDS,0,6,1,False,False,False,False,False,False,False,False,True,False,False,False
NM_007384,Accn1,"amiloride-sensitive cation channel 1, neuronal isoform MDEG2",Not_candidate,False,,-0.566329444045,,,0,0,none,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True
NM_007385,Apoc4,apolipoprotein C-IV precursor,Not_candidate,False,,1.69761943963,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_007387,Acp2,lysosomal acid phosphatase precursor,Not_candidate,False,,-0.0713859418067,0.6579880263466366,0.574311660653359,3,3,CDS,0,2,1,False,False,False,False,True,False,False,False,False,False,False,True
NM_007389,Chrna1,acetylcholine receptor subunit alpha precursor,Not_candidate,False,,-1.0162370251,,,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_007390,Chrna7,neuronal acetylcholine receptor subunit alpha-7 precursor,Not_candidate,False,,-0.428570979586,1.2580219958524568,0.232867116557481,2,2,tie,0,1,1,False,False,False,False,False,True,False,False,False,False,False,False
NM_007391,Acrv1,acrosomal protein SP-10 precursor,Not_candidate,False,,0.385120093512,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_007392,Acta2,"actin, aortic smooth muscle",Not_candidate,False,,-0.144275809324,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_007396,Acvr2a,activin receptor type-2A precursor,Not_candidate,False,,-0.299441094607,2.98728671550182,0.0080497560562434,32,32,CDS,3,15,14,False,False,False,False,False,True,False,False,False,False,False,False
NM_007397,Acvr2b,activin receptor type-2B precursor,Not_candidate,False,,0.33781851528,-0.1100787315148232,0.999999999990223,7,7,5UTR,4,3,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_007403,Adam8,disintegrin and metalloproteinase domain-containing protein 8 precursor,Not_candidate,False,,1.29485279481,,,0,0,none,0,0,0,False,False,False,False,False,True,False,True,False,True,False,False
NM_007404,Adam9,disintegrin and metalloproteinase domain-containing protein 9 precursor,Not_candidate,False,,-0.0212635704612,1.8719396252872436,0.0635391739451296,13,13,CDS,0,12,1,False,False,False,False,False,True,False,True,False,True,False,False
NM_007405,Adcy6,adenylate cyclase type 6,Not_candidate,False,,1.05536562678,0.3784406762722687,1.0,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_007406,Adcy7,adenylate cyclase type 7,Not_candidate,False,,0.12734539696,0.4956786933439659,1.0,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_007407,Adcyap1r1,pituitary adenylate cyclase-activating polypeptide type I receptor isoform 1,Not_candidate,False,,-0.240923016904,,,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_007408,Plin2,perilipin-2,Not_candidate,False,,0.477882956598,-1.7652182588384866,0.999999999990223,2,2,3UTR,0,0,2,False,False,False,False,False,False,False,False,True,False,False,False
NM_007409,Adh1,alcohol dehydrogenase 1,Not_candidate,False,,-0.118676651018,,,0,0,none,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
NM_007412,Gpr182,G-protein coupled receptor 182,Not_candidate,False,,-0.680616990147,,,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_007413,Adora2b,adenosine receptor A2b,Not_candidate,False,,0.579617450872,,,0,0,none,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
NM_007417,Adra2a,alpha-2A adrenergic receptor,Not_candidate,False,,-0.0858012476347,,,0,0,none,0,0,0,False,False,False,True,False,True,False,False,False,False,True,True
